"INDIKATOR_GRUPPE","INDIKATOR_BEZEICHNUNG","INDIKATOR_AUSPRAEGUNG","INDIKATOR_WERT","BASISWERT_1","BASISWERT_2","BASISWERT_3","BASISWERT_4","BASISWERT_5","NAME_BASISWERT_1","NAME_BASISWERT_2","NAME_BASISWERT_3","NAME_BASISWERT_4","NAME_BASISWERT_5","JAHR","GLIEDERUNG","NUMMER","NAME"
"Bevölkerung","Mütter über 35 Jahre","gesamt","40,4","272","674","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2011","Stadtbezirk","4","04 Schwabing West"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","42,8","182","425","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2011","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","29,7","98","330","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2011","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","30,6","105","343","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2011","Stadtbezirk","7","07 Sendling - Westpark"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","51,3","77","150","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2011","Stadtbezirk","1","01 Altstadt - Lehel"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","41","233","568","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2011","Stadtbezirk","5","05 Au - Haidhausen"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","39,6","59","149","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2011","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","32,6","79","242","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2011","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","24,3","1278","5266","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2011","Gesamtstadt","#100","Stadt München"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","29,8","39","131","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2011","Stadtbezirk","3","03 Maxvorstadt"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","19,3","41","212","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2011","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","47,9","23","48","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2011","Stadtbezirk","1","01 Altstadt - Lehel"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","21,7","43","198","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2011","Stadtbezirk","7","07 Sendling - Westpark"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","28,2","50","177","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2011","Stadtbezirk","5","05 Au - Haidhausen"
"Bevölkerung","Mütter über 35 Jahre","gesamt","42","241","574","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2011","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","24,3","75","309","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2011","Stadtbezirk","11","11 Milbertshofen -  Am Hart"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","21,7","52","240","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2011","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Mütter über 35 Jahre","gesamt","34,3","250","729","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2011","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Mütter über 35 Jahre","gesamt","31,5","4613","14654","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2011","Gesamtstadt","#100","Stadt München"
"Bevölkerung","Mütter über 35 Jahre","gesamt","40,4","197","488","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2011","Stadtbezirk","3","03 Maxvorstadt"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","26,2","135","516","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2011","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","27,9","72","258","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2011","Stadtbezirk","20","20 Hadern"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","31,6","65","206","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2011","Stadtbezirk","23","23 Allach - Untermenzing"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","40,6","313","770","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2011","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","23,1","34","147","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2011","Stadtbezirk","20","20 Hadern"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","36,5","74","203","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2011","Stadtbezirk","8","08 Schwanthalerhöhe"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","44,4","152","342","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2011","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","41,9","204","487","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2011","Stadtbezirk","4","04 Schwabing West"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","19,4","30","155","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2011","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","-88888888","0","0","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2011","Stadtbezirk","99","99 nicht zuzuordnen"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","26,8","135","504","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2000","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","22,7","57","251","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2000","Stadtbezirk","10","10 Moosach"
"Bevölkerung","Mütter über 35 Jahre","gesamt","28,8","153","531","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2000","Stadtbezirk","5","05 Au - Haidhausen"
"Bevölkerung","Mütter über 35 Jahre","gesamt","20,9","102","489","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2000","Stadtbezirk","7","07 Sendling - Westpark"
"Bevölkerung","Mütter über 35 Jahre","gesamt","27,3","175","642","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2001","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","23,9","58","243","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2001","Stadtbezirk","10","10 Moosach"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","8,6","19","221","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2001","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Mütter über 35 Jahre","gesamt","24,5","142","580","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2001","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","34,1","171","502","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2001","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","14,7","622","4245","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2001","Gesamtstadt","#100","Stadt München"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","21,6","25","116","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2001","Stadtbezirk","3","03 Maxvorstadt"
"Bevölkerung","Mütter über 35 Jahre","gesamt","16","83","520","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2001","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","19,7","35","178","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2001","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","-88888888","0","0","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2001","Stadtbezirk","99","99 nicht zuzuordnen"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","30,2","140","464","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2001","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","21,4","64","299","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2001","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Mütter über 35 Jahre","gesamt","-88888888","0","0","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2001","Stadtbezirk","99","99 nicht zuzuordnen"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","28,1","2220","7898","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2001","Gesamtstadt","#100","Stadt München"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","26,7","79","296","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2001","Stadtbezirk","3","03 Maxvorstadt"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","13","21","161","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2001","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","19,1","950","4966","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2007","Gesamtstadt","#100","Stadt München"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","22,5","34","151","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2007","Stadtbezirk","3","03 Maxvorstadt"
"Bevölkerung","Mütter über 35 Jahre","gesamt","35,7","242","677","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2007","Stadtbezirk","21","21 Pasing - Obermenzing"
"Bevölkerung","Mütter über 35 Jahre","gesamt","27,8","87","313","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2007","Stadtbezirk","8","08 Schwanthalerhöhe"
"Bevölkerung","Mütter über 35 Jahre","gesamt","23","114","496","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2007","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Bevölkerung","Mütter über 35 Jahre","gesamt","40","80","200","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2007","Stadtbezirk","1","01 Altstadt - Lehel"
"Bevölkerung","Mütter über 35 Jahre","gesamt","34,7","219","631","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2007","Stadtbezirk","5","05 Au - Haidhausen"
"Bevölkerung","Mütter über 35 Jahre","gesamt","33,6","261","776","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2007","Stadtbezirk","13","13 Bogenhausen"
"Bevölkerung","Mütter über 35 Jahre","gesamt","38,9","188","483","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2007","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Bevölkerung","Mütter über 35 Jahre","gesamt","38,1","197","517","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2007","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Bevölkerung","Mütter über 35 Jahre","gesamt","30,5","4157","13615","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2007","Gesamtstadt","#100","Stadt München"
"Bevölkerung","Mütter über 35 Jahre","gesamt","34,6","159","459","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2007","Stadtbezirk","3","03 Maxvorstadt"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","19,1","90","472","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2010","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Bevölkerung","Mütter über 35 Jahre","gesamt","30,8","76","247","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2010","Stadtbezirk","23","23 Allach - Untermenzing"
"Bevölkerung","Mütter über 35 Jahre","gesamt","28,3","121","427","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2010","Stadtbezirk","20","20 Hadern"
"Bevölkerung","Mütter über 35 Jahre","gesamt","33,4","333","996","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2010","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","35,3","3281","9290","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2010","Gesamtstadt","#100","Stadt München"
"Bevölkerung","Mütter über 35 Jahre","Deutsche","40,3","144","357","","","","Anzahl der Mütter (35 bis unter 45 Jahre, deutsch)","Anzahl aller Mütter (15 bis unter 45 Jahre, deutsch)","","","","2010","Stadtbezirk","3","03 Maxvorstadt"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","18,8","46","245","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2010","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","22,7","47","207","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2010","Stadtbezirk","12","12 Schwabing -  Freimann"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","18,7","36","193","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2010","Stadtbezirk","14","14 Berg am Laim"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","20,7","12","58","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2010","Stadtbezirk","23","23 Allach - Untermenzing"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","16","17","106","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2010","Stadtbezirk","8","08 Schwanthalerhöhe"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","30,6","44","144","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2010","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Bevölkerung","Mütter über 35 Jahre","gesamt","38,1","201","527","","","","Anzahl der Mütter (35 bis unter 45 Jahre, gesamt)","Anzahl aller Mütter (15 bis unter 45 Jahre, gesamt)","","","","2010","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Bevölkerung","Mütter über 35 Jahre","Ausländerinnen","23","35","152","","","","Anzahl der Mütter (35 bis unter 45 Jahre, Ausländerinnen)","Anzahl aller Mütter (15 bis unter 45 Jahre, Ausländerinnen)","","","","2010","Stadtbezirk","20","20 Hadern"
